# AGSS09p2-Free-Opal-D5-PartIon-New
#
# 1: num      2:age           3:log(Te)         4:log(L/Lo)       5:Xc         6:NmuMax         7:Rmax  8:Tmax         9:NTmax         10:CpMax         11:KappaMax         12:RhoMax    13:R (Ro)    14:log g    15:(Z/X)s       16:Int((Nmu/r)^1.5)         17:RConv    18: Zs    19: Xs    20: Mass    21: C12(0)    22: Mover    22: He3(0)
  226     1.14830E+06     3.63892E+00     9.08856E-02     7.42459E-01     5.02430E-15     6.12162E+10     1.81123E+06     1.74693E-07     3.54013E+08     2.80326E+01     4.31294E-01     1.95100E+00     3.73244E+00     1.01967E-02     7.27111E-46     3.50684E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  227     1.16756E+06     3.63874E+00     8.49979E-02     7.42459E-01     5.61733E-15     6.28141E+10     1.76409E+06     1.84194E-07     3.54163E+08     2.96445E+01     4.18036E-01     1.93942E+00     3.73761E+00     1.01967E-02     7.36922E-46     3.52778E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  228     1.18718E+06     3.63856E+00     7.91105E-02     7.42459E-01     5.61733E-15     6.67717E+10     1.64430E+06     2.07130E-07     3.54542E+08     3.40779E+01     3.79082E-01     1.92792E+00     3.74278E+00     1.01967E-02     7.44501E-46     3.54883E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  229     1.20718E+06     3.63838E+00     7.32232E-02     7.42459E-01     5.02430E-15     6.01504E+10     1.84325E+06     1.74042E-07     3.53989E+08     2.73667E+01     4.54629E-01     1.91649E+00     3.74795E+00     1.01967E-02     7.77860E-46     3.56999E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  230     1.22756E+06     3.63820E+00     6.73362E-02     7.42459E-01     5.02430E-15     6.28691E+10     1.75999E+06     1.89538E-07     3.54238E+08     3.01181E+01     4.27598E-01     1.90514E+00     3.75311E+00     1.01967E-02     7.69885E-46     3.59127E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  231     1.24834E+06     3.63802E+00     6.14493E-02     7.42459E-01     5.02430E-15     6.26291E+10     1.76635E+06     1.89989E-07     3.54241E+08     3.00171E+01     4.33699E-01     1.89386E+00     3.75827E+00     1.01967E-02     8.16394E-46     3.61266E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  232     1.26951E+06     3.63783E+00     5.55626E-02     7.42459E-01     5.02430E-15     6.07511E+10     1.82425E+06     1.81769E-07     3.54100E+08     2.82535E+01     4.59394E-01     1.88265E+00     3.76342E+00     1.01967E-02     8.21325E-46     3.63417E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  233     1.29109E+06     3.63765E+00     4.96761E-02     7.42459E-01     5.61733E-15     6.41035E+10     1.71677E+06     2.01741E-07     3.54431E+08     3.19804E+01     4.22683E-01     1.87151E+00     3.76858E+00     1.01967E-02     8.44181E-46     3.65580E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  234     1.31309E+06     3.63747E+00     4.37898E-02     7.42459E-01     5.02430E-15     6.06693E+10     1.82558E+06     1.84607E-07     3.54137E+08     2.84197E+01     4.67973E-01     1.86044E+00     3.77373E+00     1.01967E-02     8.31756E-46     3.67755E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  235     1.33551E+06     3.63728E+00     3.79036E-02     7.42459E-01     5.02430E-15     6.10590E+10     1.81204E+06     1.88390E-07     3.54196E+08     2.89547E+01     4.66767E-01     1.84944E+00     3.77888E+00     1.01967E-02     9.19212E-46     3.69943E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  236     1.35836E+06     3.63710E+00     3.20176E-02     7.42459E-01     5.02430E-15     6.17673E+10     1.78749E+06     1.94061E-07     3.54287E+08     2.98663E+01     4.61216E-01     1.83851E+00     3.78403E+00     1.01967E-02     9.04479E-46     3.72142E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  237     1.38166E+06     3.63691E+00     2.61319E-02     7.42459E-01     5.02430E-15     6.12859E+10     1.80200E+06     1.93132E-07     3.54267E+08     2.94952E+01     4.70976E-01     1.82764E+00     3.78918E+00     1.01967E-02     9.53496E-46     3.74354E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  238     1.40541E+06     3.63673E+00     2.02463E-02     7.42459E-01     5.61733E-15     6.22593E+10     1.76749E+06     2.00561E-07     3.54390E+08     3.07707E+01     4.61369E-01     1.81685E+00     3.79432E+00     1.01967E-02     9.56156E-46     3.76579E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  239     1.42962E+06     3.63654E+00     1.43609E-02     7.42459E-01     5.02430E-15     5.61078E+10     1.97514E+06     1.68389E-07     3.53846E+08     2.45856E+01     5.50677E-01     1.80611E+00     3.79947E+00     1.01967E-02     1.02312E-45     3.78816E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  240     1.45430E+06     3.63636E+00     8.47562E-03     7.42459E-01     5.02430E-15     5.62060E+10     1.97214E+06     1.70349E-07     3.53872E+08     2.47514E+01     5.54207E-01     1.79545E+00     3.80461E+00     1.01967E-02     1.04369E-45     3.81067E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  241     1.47947E+06     3.63617E+00     2.59054E-03     7.42459E-01     5.02430E-15     6.06254E+10     1.81804E+06     1.96536E-07     3.54307E+08     2.93998E+01     4.94222E-01     1.78485E+00     3.80976E+00     1.01967E-02     1.06340E-45     3.83330E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  242     1.50512E+06     3.63599E+00    -3.29437E-03     7.42459E-01     5.02430E-15     6.14903E+10     1.78542E+06     2.03607E-07     3.54426E+08     3.06052E+01     4.85043E-01     1.77431E+00     3.81490E+00     1.01967E-02     1.06447E-45     3.85606E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  243     1.53128E+06     3.63580E+00    -9.17912E-03     7.42459E-01     4.35117E-15     5.69733E+10     1.94488E+06     1.79053E-07     3.53999E+08     2.57599E+01     5.56981E-01     1.76384E+00     3.82004E+00     1.01967E-02     1.13217E-45     3.87896E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  244     1.55795E+06     3.63562E+00    -1.50637E-02     7.42459E-01     5.61733E-15     6.05057E+10     1.81618E+06     2.01422E-07     3.54378E+08     2.97842E+01     5.06485E-01     1.75343E+00     3.82518E+00     1.01967E-02     1.17708E-45     3.90199E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  245     1.58514E+06     3.63543E+00    -2.09482E-02     7.42459E-01     5.02430E-15     5.64295E+10     1.96337E+06     1.79173E-07     3.53989E+08     2.54266E+01     5.74925E-01     1.74308E+00     3.83033E+00     1.01967E-02     1.17231E-45     3.92516E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  246     1.61287E+06     3.63525E+00    -2.68325E-02     7.42459E-01     5.02430E-15     5.84593E+10     1.88743E+06     1.92675E-07     3.54215E+08     2.77197E+01     5.46304E-01     1.73279E+00     3.83547E+00     1.01967E-02     1.24963E-45     3.94847E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  247     1.64114E+06     3.63506E+00    -3.27167E-02     7.42459E-01     5.02430E-15     5.55049E+10     1.99644E+06     1.77078E-07     3.53942E+08     2.47058E+01     5.99995E-01     1.72256E+00     3.84061E+00     1.01967E-02     1.23124E-45     3.97191E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  248     1.66997E+06     3.63487E+00    -3.86007E-02     7.42459E-01     4.69980E-15     5.18455E+10     2.13341E+06     1.58366E-07     3.53625E+08     2.13499E+01     6.69217E-01     1.71239E+00     3.84575E+00     1.01967E-02     1.30005E-45     3.99550E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  249     1.69936E+06     3.63469E+00    -4.44847E-02     7.42459E-01     4.35117E-15     5.36373E+10     2.06650E+06     1.69545E-07     3.53802E+08     2.30518E+01     6.43260E-01     1.70228E+00     3.85090E+00     1.01967E-02     1.38570E-45     4.01922E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  250     1.72934E+06     3.63450E+00    -5.03685E-02     7.42459E-01     5.02430E-15     5.42380E+10     2.04334E+06     1.74451E-07     3.53878E+08     2.37232E+01     6.37895E-01     1.69224E+00     3.85604E+00     1.01967E-02     1.40983E-45     4.04309E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  251     1.75991E+06     3.63432E+00    -5.62522E-02     7.42459E-01     4.35117E-15     5.07168E+10     2.17982E+06     1.56173E-07     3.53569E+08     2.04979E+01     7.09661E-01     1.68225E+00     3.86118E+00     1.01967E-02     1.50036E-45     4.06710E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  252     1.79108E+06     3.63413E+00    -6.21358E-02     7.42459E-01     4.35117E-15     5.28565E+10     2.09697E+06     1.69481E-07     3.53781E+08     2.25222E+01     6.75069E-01     1.67231E+00     3.86633E+00     1.01967E-02     1.47448E-45     4.09126E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  253     1.82287E+06     3.63395E+00    -6.80194E-02     7.42459E-01     5.61733E-15     5.72992E+10     1.91829E+06     1.98225E-07     3.54274E+08     2.74646E+01     5.95029E-01     1.66244E+00     3.87147E+00     1.01967E-02     1.47955E-45     4.11556E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  254     1.85529E+06     3.63376E+00    -7.39028E-02     7.42459E-01     5.02430E-15     5.05467E+10     2.18979E+06     1.59126E-07     3.53596E+08     2.04802E+01     7.33487E-01     1.65262E+00     3.87661E+00     1.01967E-02     1.62662E-45     4.14001E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  255     1.88835E+06     3.63358E+00    -7.97862E-02     7.42459E-01     5.02430E-15     5.59781E+10     1.96785E+06     1.93362E-07     3.54176E+08     2.61971E+01     6.29333E-01     1.64286E+00     3.88176E+00     1.01967E-02     1.56237E-45     4.16461E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  256     1.92206E+06     3.63340E+00    -8.56694E-02     7.42459E-01     5.02430E-15     5.42343E+10     2.03850E+06     1.84001E-07     3.54004E+08     2.43417E+01     6.69681E-01     1.63315E+00     3.88691E+00     1.01967E-02     1.71567E-45     4.18936E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  257     1.95645E+06     3.63321E+00    -9.15527E-02     7.42459E-01     5.02430E-15     5.21015E+10     2.12682E+06     1.72430E-07     3.53797E+08     2.21652E+01     7.20366E-01     1.62350E+00     3.89205E+00     1.01967E-02     1.78480E-45     4.21426E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  258     1.99151E+06     3.63303E+00    -9.74358E-02     7.42459E-01     4.35117E-15     4.99988E+10     2.21534E+06     1.61315E-07     3.53603E+08     2.01853E+01     7.72956E-01     1.61391E+00     3.89720E+00     1.01967E-02     1.72614E-45     4.23932E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  259     2.02728E+06     3.63285E+00    -1.03319E-01     7.42459E-01     5.02430E-15     5.32556E+10     2.07600E+06     1.82787E-07     3.53963E+08     2.35992E+01     7.06663E-01     1.60437E+00     3.90235E+00     1.01967E-02     1.77850E-45     4.26453E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  260     2.06375E+06     3.63266E+00    -1.09202E-01     7.42459E-01     5.02430E-15     5.17676E+10     2.13947E+06     1.74947E-07     3.53819E+08     2.20804E+01     7.46118E-01     1.59488E+00     3.90750E+00     1.01967E-02     1.97253E-45     4.28989E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  261     2.10095E+06     3.63248E+00    -1.15085E-01     7.42459E-01     5.02430E-15     5.33076E+10     2.07067E+06     1.86503E-07     3.54015E+08     2.38996E+01     7.16298E-01     1.58545E+00     3.91266E+00     1.01967E-02     2.00219E-45     4.31541E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  262     2.13889E+06     3.63230E+00    -1.20968E-01     7.42459E-01     4.35117E-15     5.11652E+10     2.16457E+06     1.74221E-07     3.53791E+08     2.16236E+01     7.72786E-01     1.57607E+00     3.91781E+00     1.01967E-02     2.19067E-45     4.34109E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  263     2.17759E+06     3.63212E+00    -1.26850E-01     7.42459E-01     6.15348E-15     5.42875E+10     2.02241E+06     1.96762E-07     3.54186E+08     2.53739E+01     7.03326E-01     1.56674E+00     3.92296E+00     1.01967E-02     2.26491E-45     4.36693E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  264     2.21705E+06     3.63193E+00    -1.32733E-01     7.42459E-01     4.35117E-15     5.14412E+10     2.15018E+06     1.79169E-07     3.53863E+08     2.21161E+01     7.78491E-01     1.55747E+00     3.92812E+00     1.01967E-02     2.32297E-45     4.39292E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  265     2.25731E+06     3.63175E+00    -1.38616E-01     7.42459E-01     4.35117E-15     4.96835E+10     2.23004E+06     1.69250E-07     3.53685E+08     2.03335E+01     8.29914E-01     1.54825E+00     3.93328E+00     1.01967E-02     2.22345E-45     4.41908E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12750E-05
  266     2.29836E+06     3.63157E+00    -1.44499E-01     7.42459E-01     4.35117E-15     4.73282E+10     2.33891E+06     1.55769E-07     3.53456E+08     1.81652E+01     8.99858E-01     1.53909E+00     3.93843E+00     1.01967E-02     2.41328E-45     4.44541E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12751E-05
  267     2.34023E+06     3.63139E+00    -1.50382E-01     7.42459E-01     3.25224E-07     3.84708E+09     3.68196E+06     9.17693E-07     3.51966E+08     5.95580E+00     1.80338E+00     1.52997E+00     3.94359E+00     1.01967E-02     4.22640E-30     4.47189E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12751E-05
  268     2.38294E+06     3.63121E+00    -1.56263E-01     7.42459E-01     6.03628E-07     6.62965E+09     3.68185E+06     2.13435E-06     3.51967E+08     5.97608E+00     1.81915E+00     1.52091E+00     3.94875E+00     1.01967E-02     4.70950E-30     4.49854E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12751E-05
  269     2.42651E+06     3.63103E+00    -1.62147E-01     7.42459E-01     1.05350E-06     8.55088E+09     3.68123E+06     1.00951E-09     3.51967E+08     5.99850E+00     1.83468E+00     1.51189E+00     3.95392E+00     1.01967E-02     7.39931E-30     4.52536E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12752E-05
  270     2.47094E+06     3.63085E+00    -1.68029E-01     7.42459E-01     1.17681E-06     9.96353E+09     3.68235E+06     3.83542E-10     3.51967E+08     6.01388E+00     1.85167E+00     1.50293E+00     3.95908E+00     1.01967E-02     1.29494E-29     4.55234E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12752E-05
  271     2.51625E+06     3.63067E+00    -1.73911E-01     7.42459E-01     1.31734E-06     1.11557E+10     3.68374E+06     2.91518E-06     3.51967E+08     6.02816E+00     1.86903E+00     1.49402E+00     3.96425E+00     1.01967E-02     1.93784E-29     4.57949E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12753E-05
  272     2.56248E+06     3.63049E+00    -1.79793E-01     7.42459E-01     1.36872E-06     1.22400E+10     3.68453E+06     2.88794E-06     3.51968E+08     6.04493E+00     1.88609E+00     1.48516E+00     3.96941E+00     1.01967E-02     2.66015E-29     4.60681E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12753E-05
  273     2.60963E+06     3.63031E+00    -1.85675E-01     7.42459E-01     1.40166E-06     1.31776E+10     3.68604E+06     4.88225E-06     3.51968E+08     6.05875E+00     1.90387E+00     1.47635E+00     3.97458E+00     1.01967E-02     3.46729E-29     4.63429E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12754E-05
  274     2.65773E+06     3.63013E+00    -1.91556E-01     7.42459E-01     1.71204E-06     1.40937E+10     3.68619E+06     2.88217E-06     3.51969E+08     6.07817E+00     1.92074E+00     1.46760E+00     3.97975E+00     1.01967E-02     4.35868E-29     4.66195E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12754E-05
  275     2.70680E+06     3.62996E+00    -1.97437E-01     7.42459E-01     1.65362E-06     1.48793E+10     3.68764E+06     5.21519E-06     3.51969E+08     6.09228E+00     1.93881E+00     1.45889E+00     3.98492E+00     1.01967E-02     5.33662E-29     4.68978E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12755E-05
  276     2.75687E+06     3.62978E+00    -2.03318E-01     7.42459E-01     1.67467E-06     1.56421E+10     3.68821E+06     4.71578E-06     3.51970E+08     6.10998E+00     1.95634E+00     1.45023E+00     3.99009E+00     1.01967E-02     6.40823E-29     4.71779E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12756E-05
  277     2.80794E+06     3.62960E+00    -2.09198E-01     7.42459E-01     1.73280E-06     1.47023E+10     3.73091E+06     3.46027E-05     3.51948E+08     5.95903E+00     2.00885E+00     1.44161E+00     3.99526E+00     1.01967E-02     7.58572E-29     4.74597E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12757E-05
  278     2.86006E+06     3.62943E+00    -2.15078E-01     7.42459E-01     2.06055E-06     1.70210E+10     3.68923E+06     2.41998E-06     3.51972E+08     6.14599E+00     1.99178E+00     1.43305E+00     4.00044E+00     1.01967E-02     8.90108E-29     4.77433E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12757E-05
  279     2.91324E+06     3.62925E+00    -2.20958E-01     7.42459E-01     2.00893E-06     1.61348E+10     3.73282E+06     3.93739E-05     3.51949E+08     5.99075E+00     2.04599E+00     1.42453E+00     4.00561E+00     1.01967E-02     1.03982E-28     4.80287E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12758E-05
  280     2.96752E+06     3.62908E+00    -2.26837E-01     7.42459E-01     2.02161E-06     1.67592E+10     3.73441E+06     4.19778E-05     3.51949E+08     6.00414E+00     2.06536E+00     1.41607E+00     4.01079E+00     1.01967E-02     1.20932E-28     4.83159E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12759E-05
  281     3.02290E+06     3.62890E+00    -2.32716E-01     7.42459E-01     2.08901E-06     1.74054E+10     3.73425E+06     4.39142E-05     3.51950E+08     6.02443E+00     2.08339E+00     1.40765E+00     4.01597E+00     1.01967E-02     1.39955E-28     4.86049E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12760E-05
  282     3.07943E+06     3.62873E+00    -2.38595E-01     7.42459E-01     2.15028E-06     1.79573E+10     3.73585E+06     4.65668E-05     3.51951E+08     6.03782E+00     2.10312E+00     1.39927E+00     4.02116E+00     1.01967E-02     1.60546E-28     4.88958E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12761E-05
  283     3.13712E+06     3.62855E+00    -2.44473E-01     7.42459E-01     2.18724E-06     1.85014E+10     3.73674E+06     4.89589E-05     3.51952E+08     6.05401E+00     2.12241E+00     1.39095E+00     4.02634E+00     1.01967E-02     1.81951E-28     4.91885E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12763E-05
  284     3.19602E+06     3.62838E+00    -2.50350E-01     7.42459E-01     2.30574E-06     2.02888E+10     3.69271E+06     4.31849E-06     3.51981E+08     6.25288E+00     2.10228E+00     1.38266E+00     4.03153E+00     1.01967E-02     2.04737E-28     4.94831E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12764E-05
  285     3.25614E+06     3.62821E+00    -2.56227E-01     7.42459E-01     2.23025E-06     1.95354E+10     3.73751E+06     5.33592E-05     3.51954E+08     6.09045E+00     2.16058E+00     1.37443E+00     4.03672E+00     1.01967E-02     2.29547E-28     4.97797E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12765E-05
  286     3.31752E+06     3.62804E+00    -2.62103E-01     7.42459E-01     2.44195E-06     2.11917E+10     3.69316E+06     2.73490E-06     3.51984E+08     6.29168E+00     2.13979E+00     1.36624E+00     4.04191E+00     1.01967E-02     2.57065E-28     5.00781E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12767E-05
  287     3.38019E+06     3.62787E+00    -2.67979E-01     7.42459E-01     2.63939E-06     2.07654E+10     3.72695E+06     5.10149E-05     3.51964E+08     6.17247E+00     2.18899E+00     1.35809E+00     4.04710E+00     1.01967E-02     2.87496E-28     5.03784E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12768E-05
  288     3.44418E+06     3.62770E+00    -2.73854E-01     7.42459E-01     2.63193E-06     2.12134E+10     3.72643E+06     5.24388E-05     3.51967E+08     6.19460E+00     2.20771E+00     1.34999E+00     4.05230E+00     1.01967E-02     3.20841E-28     5.06808E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12770E-05
  289     3.50954E+06     3.62753E+00    -2.79729E-01     7.42459E-01     2.46685E-06     2.10822E+10     3.74864E+06     6.79163E-05     3.51954E+08     6.12545E+00     2.24799E+00     1.34193E+00     4.05750E+00     1.01967E-02     3.57123E-28     5.09851E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12772E-05
  290     3.57629E+06     3.62736E+00    -2.85603E-01     7.42459E-01     2.18026E-06     2.09512E+10     3.77081E+06     8.06808E-05     3.51941E+08     6.05839E+00     2.28924E+00     1.33392E+00     4.06270E+00     1.01967E-02     3.96442E-28     5.12914E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12774E-05
  291     3.64447E+06     3.62719E+00    -2.91476E-01     7.42458E-01     1.92214E-06     1.94824E+10     3.84463E+06     1.04562E-04     3.51895E+08     5.80493E+00     2.38516E+00     1.32595E+00     4.06791E+00     1.01967E-02     4.38941E-28     5.15998E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12776E-05
  292     3.71413E+06     3.62703E+00    -2.97349E-01     7.42458E-01     1.96041E-06     1.63620E+10     3.96854E+06     1.16937E-04     3.51824E+08     5.41761E+00     2.54698E+00     1.31802E+00     4.07312E+00     1.01967E-02     4.84892E-28     5.19102E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12778E-05
  293     3.78530E+06     3.62686E+00    -3.03221E-01     7.42458E-01     1.89166E-06     1.68710E+10     3.97066E+06     1.22931E-04     3.51823E+08     5.42900E+00     2.57207E+00     1.31013E+00     4.07833E+00     1.01967E-02     5.34563E-28     5.22227E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12781E-05
  294     3.85802E+06     3.62670E+00    -3.09092E-01     7.42458E-01     1.88609E-06     2.22774E+10     3.78070E+06     9.72793E-05     3.51941E+08     6.09852E+00     2.38063E+00     1.30228E+00     4.08355E+00     1.01967E-02     5.88361E-28     5.25373E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12783E-05
  295     3.93233E+06     3.62654E+00    -3.14962E-01     7.42458E-01     2.03709E-06     2.10124E+10     3.85189E+06     1.23191E-04     3.51895E+08     5.85468E+00     2.47808E+00     1.29448E+00     4.08877E+00     1.01967E-02     6.46788E-28     5.28541E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12786E-05
  296     4.00829E+06     3.62638E+00    -3.20831E-01     7.42458E-01     2.52701E-06     2.47588E+10     3.69161E+06     2.56749E-09     3.52009E+08     6.50368E+00     2.33312E+00     1.28671E+00     4.09400E+00     1.01967E-02     7.10887E-28     5.31731E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12789E-05
  297     4.08594E+06     3.62622E+00    -3.26700E-01     7.42458E-01     2.62069E-06     2.17409E+10     3.85297E+06     1.32395E-04     3.51897E+08     5.88870E+00     2.52294E+00     1.27899E+00     4.09923E+00     1.01967E-02     7.81567E-28     5.34943E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12793E-05
  298     4.16532E+06     3.62606E+00    -3.32568E-01     7.42458E-01     2.84580E-06     2.34858E+10     3.78659E+06     1.13992E-04     3.51944E+08     6.15418E+00     2.47121E+00     1.27130E+00     4.10446E+00     1.01967E-02     8.57289E-28     5.38177E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12796E-05
  299     4.24650E+06     3.62590E+00    -3.38435E-01     7.42458E-01     3.25478E-06     2.33341E+10     3.80938E+06     1.27583E-04     3.51930E+08     6.08661E+00     2.51780E+00     1.26366E+00     4.10970E+00     1.01967E-02     9.38935E-28     5.41433E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14634E-04     0.00000E+00     2.12800E-05
  300     4.32951E+06     3.62575E+00    -3.44301E-01     7.42458E-01     3.50989E-06     2.40871E+10     3.78615E+06     1.21440E-04     3.51948E+08     6.19524E+00     2.51396E+00     1.25605E+00     4.11495E+00     1.01967E-02     1.02788E-27     5.44713E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14635E-04     0.00000E+00     2.12804E-05
  301     4.41442E+06     3.62560E+00    -3.50166E-01     7.42458E-01     3.79094E-06     2.39301E+10     3.80916E+06     1.35957E-04     3.51934E+08     6.12639E+00     2.56161E+00     1.24848E+00     4.12020E+00     1.01967E-02     1.12491E-27     5.48017E-01     7.57062E-03     7.42459E-01     1.49078E+33     1.14635E-04     0.00000E+00     2.12809E-05
