0.00000, 1.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00001, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00002, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00003, 0.00000
0.00004, 0.00000
0.00004, 0.00000
0.00004, 0.00000
0.00004, 0.00000
0.00004, 0.00000
0.00004, 0.00000
0.00004, 1.00000
0.00004, 1.00000
0.00005, 1.00000
0.00005, 1.00000
0.00005, 1.00000
0.00005, 1.00000
0.00005, 1.00000
0.00006, 1.00000
0.00006, 1.00000
0.00006, 1.00000
0.00006, 1.00000
0.00007, 1.00000
0.00007, 1.00000
0.00007, 1.00000
0.00008, 1.00000
0.00008, 1.00000
0.00009, 1.00000
0.00010, 1.00000
0.00010, 1.00000
0.00011, 1.00000
0.00011, 1.00000
0.00012, 1.00000
0.00012, 1.00000
0.00013, 1.00000
0.00014, 1.00000
0.00014, 1.00000
0.00015, 1.00000
0.00015, 1.00000
0.00016, 1.00000
0.00017, 1.00000
