# AGSS09p2-Free-Opal-D5-PartIon-OV02
#
# 1: num      2:age           3:log(Te)         4:log(L/Lo)       5:Xc         6:NmuMax         7:Rmax  8:Tmax         9:NTmax         10:CpMax         11:KappaMax         12:RhoMax    13:R (Ro)    14:log g    15:(Z/X)s       16:Int((Nmu/r)^1.5)         17:RConv    18: Zs    19: Xs    20: Mass    21: C12(0)    22: Mover    22: He3(0)
  158     4.23806E+05     3.64867E+00     4.80856E-01     7.49955E-01     7.10543E-15     9.96882E+10     1.10597E+06     2.14376E-07     3.56835E+08     4.40154E+01     1.13749E-01     2.92247E+00     3.38472E+00     9.14877E-03     9.12314E-47     2.25213E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  159     4.29607E+05     3.64860E+00     4.74965E-01     7.49955E-01     6.15348E-15     1.00965E+11     1.08719E+06     2.21597E-07     3.56961E+08     4.51936E+01     1.11884E-01     2.90358E+00     3.39035E+00     9.14877E-03     1.09648E-46     2.26678E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  160     4.35516E+05     3.64853E+00     4.69075E-01     7.49955E-01     6.15348E-15     9.95073E+10     1.10533E+06     2.18319E-07     3.56897E+08     4.44803E+01     1.15811E-01     2.88484E+00     3.39597E+00     9.14877E-03     9.87848E-47     2.28151E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  161     4.41534E+05     3.64847E+00     4.63184E-01     7.49955E-01     6.15348E-15     9.80007E+10     1.12454E+06     2.14836E-07     3.56830E+08     4.37410E+01     1.19997E-01     2.86625E+00     3.40159E+00     9.14877E-03     1.03021E-46     2.29630E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  162     4.47665E+05     3.64839E+00     4.57294E-01     7.49955E-01     5.61733E-15     9.38098E+10     1.18182E+06     2.01364E-07     3.56599E+08     4.12282E+01     1.30598E-01     2.84781E+00     3.40720E+00     9.14877E-03     1.02478E-46     2.31117E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  163     4.53910E+05     3.64832E+00     4.51403E-01     7.49955E-01     5.61733E-15     8.89811E+10     1.24922E+06     1.86235E-07     3.56357E+08     3.82970E+01     1.43384E-01     2.82952E+00     3.41279E+00     9.14877E-03     1.15281E-46     2.32611E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  164     4.60270E+05     3.64825E+00     4.45513E-01     7.49955E-01     6.15348E-15     9.33802E+10     1.18608E+06     2.03944E-07     3.56635E+08     4.14325E+01     1.33796E-01     2.81137E+00     3.41838E+00     9.14877E-03     1.16953E-46     2.34112E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  165     4.66749E+05     3.64817E+00     4.39622E-01     7.49955E-01     5.61733E-15     9.41497E+10     1.17381E+06     2.08988E-07     3.56715E+08     4.22136E+01     1.32942E-01     2.79337E+00     3.42396E+00     9.14877E-03     1.18034E-46     2.35621E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  166     4.73348E+05     3.64809E+00     4.33732E-01     7.49955E-01     5.61733E-15     9.39269E+10     1.17578E+06     2.10309E-07     3.56734E+08     4.23247E+01     1.34530E-01     2.77551E+00     3.42953E+00     9.14877E-03     1.24930E-46     2.37137E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  167     4.80070E+05     3.64801E+00     4.27841E-01     7.49955E-01     5.02430E-15     8.53883E+10     1.30144E+06     1.81038E-07     3.56262E+08     3.66724E+01     1.58369E-01     2.75780E+00     3.43509E+00     9.14877E-03     1.24501E-46     2.38661E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  168     4.86916E+05     3.64792E+00     4.21950E-01     7.49955E-01     5.61733E-15     8.93081E+10     1.24273E+06     1.96936E-07     3.56509E+08     3.95501E+01     1.49055E-01     2.74022E+00     3.44065E+00     9.14877E-03     1.28622E-46     2.40191E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  169     4.93889E+05     3.64783E+00     4.16059E-01     7.49955E-01     5.02430E-15     8.68166E+10     1.28001E+06     1.89711E-07     3.56389E+08     3.79794E+01     1.57337E-01     2.72278E+00     3.44619E+00     9.14877E-03     1.29727E-46     2.41730E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  170     5.00991E+05     3.64775E+00     4.10168E-01     7.49955E-01     5.02430E-15     8.48589E+10     1.30983E+06     1.84494E-07     3.56305E+08     3.68445E+01     1.64441E-01     2.70549E+00     3.45173E+00     9.14877E-03     1.39873E-46     2.43275E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  171     5.08225E+05     3.64766E+00     4.04277E-01     7.49955E-01     6.15348E-15     8.82471E+10     1.25685E+06     1.98894E-07     3.56530E+08     3.94422E+01     1.55912E-01     2.68832E+00     3.45725E+00     9.14877E-03     1.52821E-46     2.44828E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  172     5.15593E+05     3.64756E+00     3.98386E-01     7.49955E-01     6.15348E-15     9.25253E+10     1.18791E+06     2.18104E-07     3.56849E+08     4.29699E+01     1.44470E-01     2.67130E+00     3.46277E+00     9.14877E-03     1.50062E-46     2.46389E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  173     5.23097E+05     3.64747E+00     3.92495E-01     7.49955E-01     5.02430E-15     8.75088E+10     1.26689E+06     2.00047E-07     3.56541E+08     3.93337E+01     1.60749E-01     2.65440E+00     3.46828E+00     9.14877E-03     1.51513E-46     2.47957E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  174     5.30740E+05     3.64737E+00     3.86604E-01     7.49955E-01     5.02430E-15     8.53882E+10     1.30044E+06     1.93839E-07     3.56437E+08     3.79675E+01     1.68792E-01     2.63764E+00     3.47379E+00     9.14877E-03     1.51619E-46     2.49532E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  175     5.38524E+05     3.64727E+00     3.80713E-01     7.49955E-01     5.02430E-15     8.93799E+10     1.23399E+06     2.11730E-07     3.56731E+08     4.13262E+01     1.57343E-01     2.62102E+00     3.47928E+00     9.14877E-03     1.52225E-46     2.51116E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  176     5.46452E+05     3.64717E+00     3.74822E-01     7.49955E-01     5.61733E-15     8.73940E+10     1.26563E+06     2.05713E-07     3.56625E+08     3.99595E+01     1.65007E-01     2.60452E+00     3.48476E+00     9.14877E-03     1.59598E-46     2.52706E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  177     5.54526E+05     3.64706E+00     3.68931E-01     7.49955E-01     6.15348E-15     8.32424E+10     1.33446E+06     1.91282E-07     3.56388E+08     3.70247E+01     1.80440E-01     2.58815E+00     3.49024E+00     9.14877E-03     1.82213E-46     2.54304E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  178     5.62750E+05     3.64696E+00     3.63039E-01     7.49955E-01     5.02430E-15     7.99188E+10     1.39046E+06     1.80541E-07     3.56220E+08     3.49406E+01     1.93804E-01     2.57191E+00     3.49571E+00     9.14877E-03     1.81176E-46     2.55910E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  179     5.71125E+05     3.64685E+00     3.57148E-01     7.49955E-01     5.61733E-15     8.77053E+10     1.25601E+06     2.13408E-07     3.56745E+08     4.10092E+01     1.67664E-01     2.55579E+00     3.50117E+00     9.14877E-03     1.89270E-46     2.57524E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  180     5.79655E+05     3.64674E+00     3.51257E-01     7.49955E-01     5.02430E-15     7.99908E+10     1.38942E+06     1.84271E-07     3.56270E+08     3.53049E+01     1.97163E-01     2.53980E+00     3.50662E+00     9.14877E-03     1.78520E-46     2.59145E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  181     5.88342E+05     3.64663E+00     3.45365E-01     7.49955E-01     5.61733E-15     8.12175E+10     1.36768E+06     1.90812E-07     3.56369E+08     3.63338E+01     1.94276E-01     2.52394E+00     3.51206E+00     9.14877E-03     2.08482E-46     2.60774E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  182     5.97190E+05     3.64651E+00     3.39474E-01     7.49955E-01     5.02430E-15     7.74999E+10     1.43351E+06     1.78274E-07     3.56168E+08     3.39468E+01     2.10527E-01     2.50820E+00     3.51749E+00     9.14877E-03     1.91140E-46     2.62410E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  183     6.06200E+05     3.64640E+00     3.33583E-01     7.49955E-01     5.61733E-15     8.62899E+10     1.27419E+06     2.16038E-07     3.56776E+08     4.08642E+01     1.77729E-01     2.49258E+00     3.52292E+00     9.14877E-03     1.97789E-46     2.64055E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  184     6.15377E+05     3.64628E+00     3.27691E-01     7.49955E-01     5.02430E-15     8.34186E+10     1.32530E+06     2.05659E-07     3.56598E+08     3.86517E+01     1.90364E-01     2.47708E+00     3.52834E+00     9.14877E-03     2.10146E-46     2.65707E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  185     6.24723E+05     3.64616E+00     3.21800E-01     7.49955E-01     5.61733E-15     8.25843E+10     1.33950E+06     2.04129E-07     3.56570E+08     3.82027E+01     1.95229E-01     2.46170E+00     3.53375E+00     9.14877E-03     2.16133E-46     2.67367E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  186     6.34242E+05     3.64604E+00     3.15908E-01     7.49955E-01     5.02430E-15     7.92610E+10     1.40087E+06     1.92176E-07     3.56373E+08     3.58272E+01     2.10843E-01     2.44644E+00     3.53915E+00     9.14877E-03     2.24063E-46     2.69035E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  187     6.43935E+05     3.64591E+00     3.10017E-01     7.49955E-01     6.15348E-15     8.23889E+10     1.34049E+06     2.07368E-07     3.56618E+08     3.85097E+01     1.99025E-01     2.43130E+00     3.54454E+00     9.14877E-03     2.29604E-46     2.70711E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  188     6.53808E+05     3.64579E+00     3.04126E-01     7.49955E-01     5.02430E-15     7.51732E+10     1.47810E+06     1.79318E-07     3.56160E+08     3.32078E+01     2.32876E-01     2.41627E+00     3.54993E+00     9.14877E-03     2.29386E-46     2.72394E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  189     6.63862E+05     3.64566E+00     2.98234E-01     7.49955E-01     5.61733E-15     8.33491E+10     1.31847E+06     2.15940E-07     3.56756E+08     3.98603E+01     1.97636E-01     2.40136E+00     3.55530E+00     9.14877E-03     2.48605E-46     2.74086E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  190     6.74101E+05     3.64553E+00     2.92343E-01     7.49955E-01     5.61733E-15     8.27402E+10     1.32857E+06     2.15310E-07     3.56743E+08     3.95763E+01     2.01745E-01     2.38656E+00     3.56067E+00     9.14877E-03     2.42456E-46     2.75785E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  191     6.84530E+05     3.64539E+00     2.86451E-01     7.49955E-01     4.35117E-15     6.61851E+10     1.65448E+06     1.50216E-07     3.55722E+08     2.75836E+01     2.83803E-01     2.37187E+00     3.56604E+00     9.14877E-03     2.55716E-46     2.77493E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  192     6.95150E+05     3.64526E+00     2.80560E-01     7.49955E-01     5.61733E-15     7.99795E+10     1.38064E+06     2.06893E-07     3.56595E+08     3.76409E+01     2.17734E-01     2.35730E+00     3.57139E+00     9.14877E-03     2.66746E-46     2.79209E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  193     7.05966E+05     3.64512E+00     2.74668E-01     7.49955E-01     5.02430E-15     7.49216E+10     1.48289E+06     1.86808E-07     3.56258E+08     3.37626E+01     2.44811E-01     2.34283E+00     3.57673E+00     9.14877E-03     2.70744E-46     2.80932E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  194     7.16981E+05     3.64498E+00     2.68777E-01     7.49955E-01     5.02430E-15     7.57680E+10     1.46499E+06     1.92176E-07     3.56341E+08     3.45865E+01     2.42516E-01     2.32848E+00     3.58207E+00     9.14877E-03     2.84801E-46     2.82664E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  195     7.28199E+05     3.64484E+00     2.62885E-01     7.49955E-01     5.61733E-15     7.99219E+10     1.37676E+06     2.12867E-07     3.56686E+08     3.83123E+01     2.22725E-01     2.31423E+00     3.58740E+00     9.14877E-03     2.67719E-46     2.84404E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  196     7.39624E+05     3.64470E+00     2.56994E-01     7.49955E-01     5.61733E-15     7.62411E+10     1.45335E+06     1.97960E-07     3.56429E+08     3.53389E+01     2.43937E-01     2.30009E+00     3.59273E+00     9.14877E-03     3.00173E-46     2.86152E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  197     7.51259E+05     3.64456E+00     2.51103E-01     7.49955E-01     5.02430E-15     6.89597E+10     1.60804E+06     1.68969E-07     3.55965E+08     2.98109E+01     2.86872E-01     2.28606E+00     3.59804E+00     9.14877E-03     3.05084E-46     2.87909E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  198     7.63109E+05     3.64441E+00     2.45211E-01     7.49955E-01     5.61733E-15     7.81938E+10     1.40833E+06     2.10954E-07     3.56643E+08     3.74724E+01     2.36774E-01     2.27213E+00     3.60335E+00     9.14877E-03     3.14174E-46     2.89674E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  199     7.75178E+05     3.64426E+00     2.39320E-01     7.49955E-01     5.02430E-15     7.49809E+10     1.47750E+06     1.97947E-07     3.56417E+08     3.48528E+01     2.56894E-01     2.25831E+00     3.60865E+00     9.14877E-03     3.15113E-46     2.91447E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  200     7.87469E+05     3.64412E+00     2.33429E-01     7.49955E-01     5.02430E-15     7.58261E+10     1.45744E+06     2.03782E-07     3.56511E+08     3.57899E+01     2.53881E-01     2.24459E+00     3.61394E+00     9.14877E-03     3.71437E-46     2.93229E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  201     7.99987E+05     3.64396E+00     2.27537E-01     7.49955E-01     5.02430E-15     7.71951E+10     1.42488E+06     2.12384E-07     3.56656E+08     3.72680E+01     2.47531E-01     2.23097E+00     3.61923E+00     9.14877E-03     3.98438E-46     2.95019E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  202     8.12736E+05     3.64381E+00     2.21646E-01     7.49955E-01     5.02430E-15     7.07839E+10     1.56955E+06     1.84545E-07     3.56187E+08     3.18171E+01     2.89138E-01     2.21745E+00     3.62451E+00     9.14877E-03     4.00891E-46     2.96817E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  203     8.25720E+05     3.64366E+00     2.15755E-01     7.49955E-01     5.61733E-15     7.39432E+10     1.49618E+06     2.00732E-07     3.56449E+08     3.47176E+01     2.71311E-01     2.20403E+00     3.62978E+00     9.14877E-03     3.96267E-46     2.98625E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  204     8.38944E+05     3.64350E+00     2.09864E-01     7.49955E-01     5.02430E-15     6.99941E+10     1.58720E+06     1.84427E-07     3.56176E+08     3.14320E+01     2.99339E-01     2.19071E+00     3.63505E+00     9.14877E-03     4.26688E-46     3.00440E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  205     8.52413E+05     3.64334E+00     2.03973E-01     7.49955E-01     5.61733E-15     7.39355E+10     1.49346E+06     2.04575E-07     3.56506E+08     3.51164E+01     2.75401E-01     2.17749E+00     3.64031E+00     9.14877E-03     3.87121E-46     3.02265E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  206     8.66131E+05     3.64318E+00     1.98082E-01     7.49955E-01     5.61733E-15     7.18190E+10     1.54267E+06     1.96318E-07     3.56363E+08     3.33581E+01     2.91833E-01     2.16436E+00     3.64556E+00     9.14877E-03     4.24755E-46     3.04098E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  207     8.80102E+05     3.64302E+00     1.92191E-01     7.49955E-01     5.02430E-15     6.71188E+10     1.65517E+06     1.76604E-07     3.56041E+08     2.94196E+01     3.27542E-01     2.15133E+00     3.65080E+00     9.14877E-03     4.84522E-46     3.05940E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  208     8.94333E+05     3.64286E+00     1.86300E-01     7.49955E-01     5.61733E-15     7.06869E+10     1.56804E+06     1.94600E-07     3.56327E+08     3.26680E+01     3.04464E-01     2.13839E+00     3.65604E+00     9.14877E-03     4.66146E-46     3.07791E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  209     9.08827E+05     3.64269E+00     1.80409E-01     7.49955E-01     5.02430E-15     6.53961E+10     1.69775E+06     1.72144E-07     3.55966E+08     2.82529E+01     3.46447E-01     2.12555E+00     3.66128E+00     9.14877E-03     4.81266E-46     3.09651E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  210     9.23590E+05     3.64253E+00     1.74519E-01     7.49955E-01     5.02430E-15     6.68606E+10     1.66174E+06     1.80222E-07     3.56086E+08     2.95500E+01     3.38346E-01     2.11280E+00     3.66650E+00     9.14877E-03     5.09066E-46     3.11519E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  211     9.38627E+05     3.64236E+00     1.68628E-01     7.49955E-01     5.02430E-15     6.78525E+10     1.63648E+06     1.86455E-07     3.56181E+08     3.05408E+01     3.33510E-01     2.10014E+00     3.67172E+00     9.14877E-03     5.10072E-46     3.13397E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  212     9.53944E+05     3.64219E+00     1.62738E-01     7.49955E-01     5.61733E-15     7.18093E+10     1.53392E+06     2.07783E-07     3.56535E+08     3.45307E+01     3.05032E-01     2.08757E+00     3.67694E+00     9.14877E-03     5.40196E-46     3.15284E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  213     9.69546E+05     3.64202E+00     1.56848E-01     7.49955E-01     5.02430E-15     6.60823E+10     1.68113E+06     1.81490E-07     3.56095E+08     2.92463E+01     3.53544E-01     2.07509E+00     3.68214E+00     9.14877E-03     5.43991E-46     3.17181E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  214     9.85438E+05     3.64185E+00     1.50957E-01     7.49955E-01     5.61733E-15     6.84093E+10     1.61965E+06     1.94374E-07     3.56299E+08     3.15160E+01     3.37090E-01     2.06270E+00     3.68735E+00     9.14877E-03     5.95155E-46     3.19086E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  215     1.00163E+06     3.64168E+00     1.45067E-01     7.49955E-01     6.15348E-15     6.84179E+10     1.61825E+06     1.96227E-07     3.56327E+08     3.16933E+01     3.39610E-01     2.05039E+00     3.69255E+00     9.14877E-03     5.71786E-46     3.21001E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  216     1.01812E+06     3.64150E+00     1.39177E-01     7.49955E-01     5.02430E-15     6.39203E+10     1.73795E+06     1.76179E-07     3.56001E+08     2.77433E+01     3.81699E-01     2.03817E+00     3.69774E+00     9.14877E-03     6.00915E-46     3.22926E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  217     1.03491E+06     3.64132E+00     1.33287E-01     7.49955E-01     5.02430E-15     6.60400E+10     1.68042E+06     1.87933E-07     3.56183E+08     2.97304E+01     3.65914E-01     2.02604E+00     3.70292E+00     9.14877E-03     6.25911E-46     3.24860E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  218     1.05203E+06     3.64115E+00     1.27397E-01     7.49955E-01     5.02430E-15     6.51140E+10     1.70516E+06     1.85075E-07     3.56134E+08     2.90144E+01     3.77386E-01     2.01399E+00     3.70810E+00     9.14877E-03     6.05571E-46     3.26803E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  219     1.06946E+06     3.64097E+00     1.21508E-01     7.49955E-01     5.02430E-15     6.30295E+10     1.76253E+06     1.76629E-07     3.55995E+08     2.72977E+01     4.00257E-01     2.00202E+00     3.71328E+00     9.14877E-03     6.62579E-46     3.28757E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  220     1.08722E+06     3.64079E+00     1.15618E-01     7.49955E-01     5.02430E-15     6.36433E+10     1.74527E+06     1.81159E-07     3.56063E+08     2.79379E+01     3.97794E-01     1.99014E+00     3.71845E+00     9.14877E-03     6.58318E-46     3.30720E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  221     1.10531E+06     3.64061E+00     1.09728E-01     7.49955E-01     5.02430E-15     6.30502E+10     1.76180E+06     1.79861E-07     3.56038E+08     2.75267E+01     4.07045E-01     1.97834E+00     3.72362E+00     9.14877E-03     6.49539E-46     3.32693E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  222     1.12374E+06     3.64043E+00     1.03839E-01     7.49955E-01     5.02430E-15     6.39142E+10     1.73660E+06     1.85771E-07     3.56130E+08     2.84277E+01     4.01743E-01     1.96661E+00     3.72878E+00     9.14877E-03     6.84188E-46     3.34676E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  223     1.14251E+06     3.64024E+00     9.79496E-02     7.49955E-01     5.02430E-15     6.76652E+10     1.62583E+06     2.07430E-07     3.56488E+08     3.24215E+01     3.66747E-01     1.95497E+00     3.73394E+00     9.14877E-03     6.99581E-46     3.36669E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  224     1.16164E+06     3.64006E+00     9.20605E-02     7.49955E-01     5.02430E-15     6.42990E+10     1.72360E+06     1.91147E-07     3.56210E+08     2.90703E+01     4.04168E-01     1.94341E+00     3.73909E+00     9.14877E-03     7.37543E-46     3.38672E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  225     1.18113E+06     3.63987E+00     8.61718E-02     7.49955E-01     5.61733E-15     6.70505E+10     1.63974E+06     2.07946E-07     3.56490E+08     3.21487E+01     3.78025E-01     1.93192E+00     3.74424E+00     9.14877E-03     7.25268E-46     3.40685E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  226     1.20099E+06     3.63969E+00     8.02842E-02     7.49955E-01     5.02430E-15     6.09560E+10     1.82232E+06     1.77343E-07     3.55975E+08     2.62100E+01     4.47440E-01     1.92052E+00     3.74938E+00     9.14877E-03     7.63845E-46     3.42709E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  227     1.22122E+06     3.63950E+00     7.43968E-02     7.49955E-01     5.02430E-15     6.59783E+10     1.66801E+06     2.05811E-07     3.56446E+08     3.13489E+01     3.94734E-01     1.90918E+00     3.75452E+00     9.14877E-03     7.77519E-46     3.44744E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  228     1.24185E+06     3.63932E+00     6.85097E-02     7.49955E-01     5.02430E-15     6.27325E+10     1.76679E+06     1.89780E-07     3.56171E+08     2.80987E+01     4.34431E-01     1.89792E+00     3.75966E+00     9.14877E-03     7.79284E-46     3.46789E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  229     1.26287E+06     3.63913E+00     6.26228E-02     7.49955E-01     5.02430E-15     6.16106E+10     1.80086E+06     1.85508E-07     3.56096E+08     2.71422E+01     4.51074E-01     1.88673E+00     3.76480E+00     9.14877E-03     8.28880E-46     3.48846E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  230     1.28429E+06     3.63894E+00     5.67360E-02     7.49955E-01     5.02430E-15     6.25907E+10     1.76885E+06     1.92485E-07     3.56208E+08     2.82425E+01     4.42811E-01     1.87561E+00     3.76993E+00     9.14877E-03     8.77551E-46     3.50914E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  231     1.30613E+06     3.63875E+00     5.08495E-02     7.49955E-01     4.35117E-15     5.76134E+10     1.92677E+06     1.68076E-07     3.55804E+08     2.37938E+01     5.08422E-01     1.86456E+00     3.77507E+00     9.14877E-03     8.84334E-46     3.52994E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  232     1.32838E+06     3.63856E+00     4.49631E-02     7.49955E-01     5.02430E-15     6.12890E+10     1.80830E+06     1.88818E-07     3.56138E+08     2.72145E+01     4.65856E-01     1.85358E+00     3.78020E+00     9.14877E-03     8.87520E-46     3.55085E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  233     1.35107E+06     3.63837E+00     3.90770E-02     7.49955E-01     5.61733E-15     6.12208E+10     1.80937E+06     1.90156E-07     3.56156E+08     2.72815E+01     4.70329E-01     1.84266E+00     3.78533E+00     9.14877E-03     8.65090E-46     3.57188E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
  234     1.37419E+06     3.63818E+00     3.31910E-02     7.49955E-01     5.02430E-15     6.01717E+10     1.84299E+06     1.86068E-07     3.56083E+08     2.63708E+01     4.87837E-01     1.83182E+00     3.79045E+00     9.14877E-03     1.00619E-45     3.59303E-01     6.86117E-03     7.49955E-01     1.50200E+33     1.03892E-04     0.00000E+00     2.12462E-05
